Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
5452,Sustainable Cities: Ashgabat and Awaza,https://co.pims.undp.org/project/view?id=5452,6060046,"Engage 30,000 citizens (15,000 women and girls) in project-led initiatives on alternative transport, waste reduction, and green hotel management in Turkmenistan's cities of Ashgabat and Awaza.",Other,"Number of direct individual and institutional participants (including both women and men) in project-led initiatives on alternative transport, pilot waste sorting and reduction, and green hotel management",0,30000,"Confirmed participation by at least 30,000 citizens (15,000 women and girls)",GEF,0.5,VF,,,,,,5452-1,TKM,,Turkmenistan,795,Asia,Central Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,LLDC,High,0,0,Other,Campaign Participant
6089,SPIRES (Rural Electrification),PIMS+,2639726,"Add 3.301 MW of clean electricity to Solomon Islands, with 57,767.5 direct beneficiaries.",Some Sources,MW,0,3.301,,GEF,,VF,,Close the gap on energy access,,,Some Sources,6089.0-1,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,17500,57767.5,Energy Transition,Energy (MW added)
6089,SPIRES (Rural Electrification),PIMS+,2639726,"Reduce cumulative incremental GHG emissions from the electricity sector in rural areas of the Solomon Islands by 19,147 tons of CO2.",Other,"Cumulative Incremental GHG emission reduction from the electricity sector in rural areas, tons CO2",0,19147,,,,VF,,Close the gap on energy access,,,,6089.0-2,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
6089,SPIRES (Rural Electrification),PIMS+,2639726,"Provide access to 123,160.8 beneficiaries through the SPIRES (Rural Electrification) project in the Solomon Islands.",Other,Number of beneficiaries,,123160.8,,,,VF,,Close the gap on energy access,,,,6089.0-3,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,nan
6089,SPIRES (Rural Electrification),PIMS+,2639726,Create 200 new jobs due to enhanced electricity access in off-grid areas in the country.,Other,No. of new jobs created due to enhanced electricity access in off-grid areas in the country ,10,200,,,,VF,,Close the gap on energy access,,,,6089.0-4,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Other
6089,SPIRES (Rural Electrification),PIMS+,2639726,"Train 4 national and local government personnel to effectively plan and evaluate energy access, sustainable energy, and low carbon technology projects in the Solomon Islands.",Other,"No. of trained national and local government personnel that can ably plan and evaluate energy access, sustainable energy and low carbon technology application projects.",0,4,,,,VF,,Close the gap on energy access,,,,6089.0-5,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Capacity Building Training
6089,SPIRES (Rural Electrification),PIMS+,2639726,"Increase the number of local firms capable of providing technical, engineering, and maintenance services for rural electrification and low carbon technology projects from 1 to 3.",Other,"No. of local firms that can capably provide technical, engineering and maintenance services for rural electrification and low carbon technology application projects",1,3,,,,VF,,Close the gap on energy access,,,,6089.0-6,SLB,,Solomon Islands,90,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Small Enterprises
1001800,"Improved Access to Electricity for Peri-Urban, Urban, and Rural Areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini and Tsoronna through installation of 2x6 MVA, 66/15 KV Substation in Adi Keih town",,-1,"Provide improved access to electricity for peri-urban, urban, and rural areas in sub-zobas of Adi-keih, Senafe, Mai-‘aini, and Tsoronna through the installation of a 2x6 MVA, 66/15 KV substation in Adi Keih town.",Clean Electricity,,0,250000,"""1.1.1 Number of females/women and girls with access to modern electricity/cleaner energy. 
1.1.2 Number of males/men and boys with access to modern electricity.
1.1.3 Number of female -headed households with access to modern electricity.
1.1.4 Number of male headed households with access to modern electricity.
1.1.5 Number of schools/education institutions with access to modern electricity/cleaner enrgy
1.1.5.1 Kinder Garden
1.1.5.2 Elementary
1.1.5.3 Junior
1.1.5.4 Secondary
1.5.4 University College
2.1.1 Number of women established /operating home-based income generating activities.
2.1.2 Number of women with increased incomes        
2.2.1: Number of women enabled/established /operating small-scale businesses with increased incomes
3.1.1 Number of well-trained and capable staff operating/managing the commissioned 2x6 MVA, 66/15 KV distribution substation
3.2.1 Fully functional and well-maintained distribution substation in Adikeih town
127,500
122,500
17,857
33,163
39
79
32
10
1
1,786
1,786
893
5
1
",CORE I,51,Non-VF,Efficiency,Close the gap on energy access,Electricity Access,,Other,1001800.0-1,ERI,,Eritrea,232,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,250000,Energy Access,Electricity Access
1001800,"Improved Access to Electricity for Peri-Urban, Urban, and Rural Areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini and Tsoronna through installation of 2x6 MVA, 66/15 KV Substation in Adi Keih town",,-1,"Install a 2x6 MVA, 66/15 KV Substation in Adi Keih town to improve access to electricity for peri-urban, urban, and rural areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini, and Tsoronna.",Education Services,,,9000,Average school size of 230 students used for estimate,,,Non-VF,,,,,,1001800.0-2,ERI,,Eritrea,232,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,9000,Energy Access,Education Services
1001800,"Improved Access to Electricity for Peri-Urban, Urban, and Rural Areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini and Tsoronna through installation of 2x6 MVA, 66/15 KV Substation in Adi Keih town",,-1,"Install a 2x6 MVA, 66/15 KV Substation in Adi Keih town to improve access to electricity for peri-urban, urban, and rural areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini, and Tsoronna.",Solar,,0,12,The project is still at approval stage for submission to the AfDB Board,AFDB & CORE,,Non-VF,Efficiency,Accelerating just energy transition,Electricity Access,,Solar,1001800.0-3,ERI,,Eritrea,232,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,17500,210000,Energy Transition,Energy (MW added)
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836,"Mitigate 215,593 tCO2 of greenhouse gas emissions through the SMARTER - Bioenergy project in Barbados.",Other,"1)	 Greenhouse gas (GHG) emissions mitigated",,215593,"[6.2]: Lifetime direct GHG emission reduction (ER): 215,593 tCO2.  Indirect GHG ER: 329,311 tCO2
Sub-indicators (related to direct ER):
[6.3] Lifetime energy production: 4,120,114 GJ
[6.4]:  Installed RE power capacity: 1.61 MW.",GEF,,VF,,Accelerating just energy transition,,,,6451.0-1,BRB,,Barbados,52,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,RBLAC,High income,,SIDS,,High,0,0,GHG Emissions Reduction,GHG Emissions Reduction
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836,"Develop a 1MW biomass to energy plan as a pilot, with the aim of providing 20-40MW of decentralized baseload power to the grid over the next 5-10 years.",Bioenergy,"
[GEF core indicator 6 and sub-indicators]
(units of measure: GJ, MW, tCO2)",Installed 10 MW utility-scale PV and 59.8 MW distributed solar PV (2021). No installed bioenergy yet ,1.61,,,,VF,,Accelerating just energy transition,,,Bioenergy,6451.0-2,BRB,,Barbados,52,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,RBLAC,High income,,SIDS,,High,17500,28175,Energy Transition,Energy (MW added)
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836,"Create 766 direct beneficiaries, including 266 women, through job creation and SMARTER training in Barbados' SMARTER - Bioenergy project.",Other,"2)	Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment  *
[GEF core indicator 11]
(unit of measure: number of people)",0,766,"Total of 766 direct beneficiaries (266 women),
(see Annex H) due to direct job creation (196, of which 67 women) and recipients of SMARTER training (570, of which 200 women, 35%)",,0.347258486,VF,,Accelerating just energy transition,,,,6451.0-3,BRB,,Barbados,52,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,RBLAC,High income,,SIDS,,High,0,0,Other,Capacity Building Training
6451,SMARTER - Bioenergy in Barbados,PIMS+,1593836,Well-indicated status of bioenergy in 100% RE fuel and electricity planning.,Transition Missing,3) Well-indicated status of bioenergy in 100% RE fuel and electricity planning. (unit of measure: binary 1/0),Bioenergy share is zero. IRRP aims at 92 GJ (6%) of biomass in 100% RE power.  Renewable fuels (non-electricity) not defined in detail,nan,MEB-approved BNEP action plan with updated energy indicators (incl. share of RE in total energy supply and electricity; share of types of biomass in total energy and in electricity),,,VF,,Accelerating just energy transition,Renewable Energy,,,6451.0-4,BRB,,Barbados,52,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,RBLAC,High income,,SIDS,,High,0,0,Energy Transition,Policy or Regulatory Framework
96620,Resource Efficiency in Agriculture & Agrobased Ind.GAP,http://open.undp.org/projects/00096620,1499060,Benefit 300 agricultural enterprises from training and dissemination services to promote resource efficiency in agriculture and agro-based industries in Turkey's GAP Region.,Other,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",0,300,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",Turkish central government,,Non-VF,,Accelerating just energy transition,,,,96620-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,Other,Medium Enterprises
114367,Environment and social resilience,http://open.undp.org/projects/00114367,791900,"Mapped and analyzed the legislative requirements in place for energy efficiency and renewable energy, identifying gaps and preparing a list of legislation and gap analysis report for H&M.",Transition Missing,Mapping of legislative requirements in place,,nan,"Legal framework on the subject of energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to determine the related items and requirements and identify the gaps. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M. Legal framework on the subject of financial mechanisms related to the energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to include more suppliers from the value chain of H&M. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M.",H&M,,Non-VF,,Accelerating just energy transition,Energy Efficiency,,,114367-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,Energy Transition,Policy or Regulatory Framework
125243,Increasing Employability in the Renewable Energy Sector,http://open.undp.org/projects/00125243,2362663,"Train 1600 individuals, including 640 women, in the renewable energy sector through vocational training and skills certification in Turkey.",Other,Number of trainees trained at the vocational training center(s) supported(at least 25 % are women),0,1600,"969 (465 women) trainees trained in total. During 2023, the total number of trainees trained is expected to be 1600 with 640 women.
Other outputs: 
-Cooperation with private sector companies 
-Trainees trained at the vocational training center(s) supported (at least 25 % are women)	
-Trainers trained
-Training center(s) supported	
-Review of Curricula
-Development of Curricula	
-Establishment of RE Laboratories
-Development of an Online Platform
-Feasibility Assessment Reports on Renewable Energy Sector",Gov of South Korea,0.25,Non-VF,,Accelerating just energy transition,,,,125243-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,Other,Entrepreneurship Training
133485,Green Destination Model -ENERJISA,http://open.undp.org/projects/00133485,170000,"Integrate energy efficiency and renewable energy resources into the operations of 8 tourism enterprises, 2 public institutions, and 1 private enterprise (hotel) in Turkey's tourism sector.",Other,Number of tourism actors that integrated at least one energy efficiency application and/or use of renewable energy resources.,Limited number of tourism actors integrating energy efficiency and use of renewable energy resources into their way of doing business,8,"UNDP: 8 tourism enterprises, Enerjisa: 2 public institutions and 1 private enterprise (hotel)",Enerjisa,0.5,Non-VF,,Accelerating just energy transition,,,,133485-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,Other,Small Enterprises
5673,EE Low Cost Wooden Houses,PIMS+,3800000,"Increase the use of wood in Turkey's building industry by implementing at least 6 pilot wooden building projects, resulting in an additional 0.58 million m2 of new construction from wood by 2028.",Other,tCO2,0,nan,"Realization: Project to kick off in 2023.
# of direct beneficiaries targeted: 900
Other outputs:
-Policy, Legislative, and Regulatory Support 
-Strengthening of Institutional Support within the Ministry of Agriculture and Forestry and GDF for supporting construction from wood in Türkiye
-Operationalization of Phased Financial Support Mechanism (FSM)  and provision of incentives to SMEs for greater use of wood in construction in Türkiye
-Increasing awareness about the benefits of using wood in construction
-Increasing training and capacity building on using wood in construction
GHG Emission Reduction= 311205",GEF,,VF,,Accelerating just energy transition,,,,5673-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,GHG Emissions Reduction,GHG Emissions Reduction
5323,SEFM for Solar PV for Forest Villages,PIMS+,3780000,"Provide solar PV to 3487 forest villagers, with a total of 4863 forest villagers benefiting from the project. Other outputs include the establishment of a sustainable energy financing unit, credit program revision, and development of a model contract.",Clean Electricity,Forest villagers,0,3487,"Realization: 3487 (Project completed)
Number of forest villagers with solar PV: 4863
Other outputs:
-Establishment of a sustainable energy financing unit within ORKOY Department
-ORKOY credit programme revision
-Development of a model contract
-Business development and feasibility studies
-Preparation of case studies and video spots
-Development of MRV methodology
-Dissemination events and stakeholder workshops",GEF,,VF,,Accelerating just energy transition,,,Solar,5323-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,1,3487,Energy Access,Electricity Access
5285,TEEEM - EE Motors,PIMS+,3750000,"Recycle 357 phased out inefficient electric motors and replace 48 motors in SMEs, as part of the TEEEM - EE Motors project in Turkey.",Other,Cumulative number of phased out inefficient electric motors taken into a recycling program by EOP,0,nan,"Realization: 357
SMEs replaced inefficient motors: 48
Other outputs:
-Conduction of efficiency audits and preparation of invesment plans for SMEs
-Ongoing scaling up/dissemination of successfully completed pilot implementation with KOSGEB
-Training of manufacturers and end-users (SMEs)
-Harmonization of Turkish policies, regulations and standards applicable to motors with EU Eco-design standards
-Capacity building for testing motors at TSI labs
-Promotional and awareness raising activities

Cumulative number of phased out inefficient electric motors taken into a recycling program by EOP=5000",GEF,,VF,,Accelerating just energy transition,,,,5285-1,TUR,,Turkey,792,Asia,Western Asia,,yes,,Asia-Pacific Group,RBEC,Upper middle income,,,,Very High,0,0,Other,Medium Enterprises
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535,"Provide energy access to 13 hills and villages in Burundi, benefiting 13833 people, located in remote areas without access to the national electricity grid in 5 provinces.",Clean Electricity,Number of household which has an energy access,0,13833.12,,,,Non-VF,,Close the gap on energy access,,,Unknown,124212.0-1,BDI,,Burundi,108,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,13833.12,Energy Access,Electricity Access
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535,"Produce 20,000 stoves to provide rural energy services for the resilience of the population in 13 hills and villages in Burundi, located in the most remote areas from the national electricity grid in 5 provinces.",Clean Cooking,Number of stoves produced,0,20000,,,,Non-VF,,Close the gap on energy access,,,,124212.0-2,BDI,,Burundi,108,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,20000,Energy Access,Clean Cooking
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535,Support 13 small enterprises in rural areas by providing rural energy services to enhance resilience in 13 hills and villages located in remote areas without access to the national electricity grid.,Other,Number of small enteprises supported,0,13,,,,Non-VF,,Close the gap on energy access,,,,124212.0-3,BDI,,Burundi,108,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,Small Enterprises
124212,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535,"Provide rural energy services for the resilience of the population in 13 hills and villages in Burundi, located in the most remote areas of the national electricity grid in 5 provinces.",Other,number of participant of awarness raising,0,5000,,,,Non-VF,,Close the gap on energy access,,,,124212.0-4,BDI,,Burundi,108,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,0,0,Other,Campaign Participant
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829,"Install 11 operational PV systems in executive residences/buildings of national importance in Fiji, Tonga, Kiribati, Nauru, Solomon Islands, Vanuatu, RMI, FSM, Palau, Tuvali, and Timor-Leste.",Other,Number of operational PV systems,0,11,"Solar based power supplied to executive residences/buildings of national importance in Fiji, Tonga, Kiribati, Nauru, Solomon Islands, Vanuatu, RMI, FSM, Palau, Tuvali and Timor-Leste by end of project (At least 1 per country)",,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,115827.0-1,NA,,,,,,,,,,,,,,,,0,0,Other,nan
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829,Build capacity on the operation and maintenance of grid connected solar PV for at least 12 people (1 person per country) in the Pacific as part of the Solarisation of Head of State Residences project.,Other,Number of women and men that have built capacity on the operation and maintenance of grid connected solar PV,0,12,At least 1 per country,,,Non-VF,,Accelerating just energy transition,,,,115827.0-2,NA,,,,,,,,,,,,,,,,0,0,Other,Capacity Building Training
115827,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829,Produce 12 manuals on the operation and maintenance of grid-connected solar PV systems as part of the Solarisation of Head of State Residences in the Pacific project.,Transition Missing,Number of manuals on the operation and meintenance of grid-connected solar PV,0,12,,,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,115827.0-3,NA,,,,,,,,,,,,,,,,0,0,Energy Transition,Policy or Regulatory Framework
5926,BRANTV,https://co.pims.undp.org/project/view?id=5926,2639726,"Reduce 45,016.1 tons of incremental GHG emissions from business as usual, contributing to closing the gap on energy access in Vanuatu.",Other,Cumulative tons of incremental GHG emissions reduced from business as usual (tons CO2),0,45016.1,tons of CO2,,,VF,,Close the gap on energy access,,,,5926.0-1,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
5926,BRANTV,https://co.pims.undp.org/project/view?id=5926,2639726,"Increase energy access for at least 63,980 households (with at least 20% woman-headed) in rural areas through village-scale off-grid renewable energy or the adoption of energy-efficient cook stoves.",Clean Cooking,Incremental number of households (with at least 20% woman-headed) in rural areas whose level of energy access is increased via village-scale off-grid RE or that benefit from newly adopting EE cook stoves,0,71120,,,0.2,VF,,Close the gap on energy access,,,,5926.0-2,VUT,,Vanuatu,548,Oceania,Melanesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,,,,Medium,1,71120,Energy Access,Clean Cooking
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,"Add 7.2 MW of energy to the grid, benefiting 126,000 direct beneficiaries in Fiji.",Some Sources,MW,,7.2,Prodoc pg. 82 GEF target,,,VF,,Accelerating just energy transition,,,Some Sources,5613.0-1,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,17500,126000,Energy Transition,Energy (MW added)
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,"Reduce cumulative GHG (CO2) emissions from power generation by 15,000 tons CO2 in Fiji.",Other,"Cumulative GHG (CO2) emission reduction from power generation, tons CO2",0,15000,tons CO2,,,VF,,Accelerating just energy transition,,,,5613.0-2,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,Involve 10 women in planning and implementing energy services provision in the outer islands.,Other,Number of women actively involved in the planing and implementation of energy services provision in the outer islands,0,10,,,,VF,,Accelerating just energy transition,,,,5613.0-3,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,Other,Other
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,"Enable 4 communities to organize, plan, design, implement, operate, and maintain renewable energy-based power generation systems in Tuvalu.",Other Energy Services,"Number of communities that are capable of organizing,  planning, designing, implementing, operating and maintaining RE-based power generation systems",0,4 communities,,,,VF,,Accelerating just energy transition,,,,5613.0-4,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,1,0,Energy Access,Other Energy Services
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,"Increase the number of households, schools, public buildings, and commercial establishments using low carbon technologies (by RE and EE based energy systems) from 396 to 1873.7.",Clean Electricity,"Number of households, schools, public buildings and commercial eatblishments that are using low carbon technologies (by RE and EE based energy systems)",396 HH,2480.5,,,,VF,,Accelerating just energy transition,,,Some Sources,5613.0-5,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,1,2480.5,Energy Access,Electricity Access
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,Support the implementation of 100 renewable energy and energy efficiency projects through policies and regulations under the Energy Act in Fiji.,Transition Missing,Number of planned RE and EE projects benefitting from the policies and regulations supported by the Energy Act,0,100,,,,VF,,Accelerating just energy transition,Renewable Energy,,,5613.0-6,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,Energy Transition,Policy or Regulatory Framework
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,Increase the number of companies adopting established standards in supplying or producing renewable energy or energy efficiency system equipment or component parts from 0 to 2.,Other,Number of companies adopting the established standards in supplying or producing RE/EE system equipment or component parts,0,2,,,,VF,,Accelerating just energy transition,,,,5613.0-7,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,Other,nan
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,Establish and operate 2 financing schemes for renewable energy and energy efficiency projects in Fiji.,Transition Missing,Number of established and operational financing schemes for RE/EE projects,0,2 financing schemes,,,,VF,,Accelerating just energy transition,Renewable Energy,,,5613.0-8,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,Energy Transition,Policy or Regulatory Framework
5613,FASNETT,https://co.pims.undp.org/project/view?id=5613,2639725,"Finance 2 private sector RE/EE projects in Fiji, contributing to the acceleration of a just energy transition in the country.",Other,Number of private sector RE/EE projects financed by commercial banks and/or the private sector,0,2,,,,VF,,Accelerating just energy transition,,,,5613.0-9,TUV,,Tuvalu,798,Oceania,Polynesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,LDC,SIDS,,Medium,0,0,Other,Small Enterprises
6188,SMARTEN,https://co.pims.undp.org/project/view?id=6188,3302968,Enable the increased applications of feasible RE and EE technologies for supporting socio-economic development in Nauru in accord with the country’s energy roadmap targets.,Other,"Cumulative GHG emission reduction from fossil fuel utilization in the electricity sector, tons CO2",0,43858,tons of CO2,,,VF,,Accelerating just energy transition,,,,6188.0-1,NRU,,Nauru,520,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,,SIDS,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
6188,SMARTEN,https://co.pims.undp.org/project/view?id=6188,3302968,"Install renewable energy and energy efficiency technologies in Nauru to achieve the country's energy roadmap targets, including 24/7 grid electricity supply, 50% of grid electricity from renewable sources, and 30% improvement in energy efficiency.",Other,tCO2,0,27011,ton oil equivalent,,,VF,,Accelerating just energy transition,,,,6188.0-2,NRU,,Nauru,520,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,,SIDS,,Medium,0,0,GHG Emissions Reduction,GHG Emissions Reduction
6188,SMARTEN,https://co.pims.undp.org/project/view?id=6188,3302968,"Install renewable energy and energy efficiency technologies to support socio-economic development in Nauru and achieve the country's energy roadmap targets, including 24/7 grid electricity supply, 50% renewable energy on the grid, and 30% improvement in energy efficiency.",Clean Electricity,Number of consumers,350,1390,Prodoc pg. 91,,,VF,,Accelerating just energy transition,,,Solar,6188.0-3,NRU,,Nauru,520,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,,SIDS,,Medium,1,1040,Energy Access,Electricity Access
6188,SMARTEN,https://co.pims.undp.org/project/view?id=6188,3302968,"Create 24 gainful employment opportunities, with equal representation of men and women, through the application of renewable energy and energy efficiency technologies in Fiji.",Other,Number of individuals gainfully employed in new jobs created due to the application of RE and EE technologies in the country,0,24,12 men and 12 women directly employed. 6 men and 6 women indirectly employed,,0.5,VF,,Accelerating just energy transition,,,,6188.0-4,NRU,,Nauru,520,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Upper middle income,,SIDS,,Medium,0,0,Other,Other
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,Facilitate the engagement of 60 individuals in Kiribati in renewable energy and energy efficiency technology-related activities and businesses.,Other,Number of individuals in Kiribati that become gainfully engaged in RE and EE technology-related activities and businesses,0,60, ,,0.5,VF,,Close the gap on energy access,,,,6159.0-1,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Capacity Building Training
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Increase energy access by at least 50% more kWh/day electricity or improved cooking conditions for 56,092.18 households in outer islands.",Clean Electricity,number of outer island households with increased level of energy access by at least 50% more kWh/day electricity or improved cooking conditions,0,72416.6,,,0.2,VF,,Close the gap on energy access,,,Some Sources,6159.0-2,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,1,72416.6,Energy Access,Electricity Access
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,"Increase the number of local private sector firms capable of providing technical, engineering, maintenance, and billing services for SE and LC technology application from 0 to 8.",Other,"Number of local private sector firms that can capably provide technical, engineering, maintenance and billing services for SE and LC technology application",0,8,,,,VF,,Close the gap on energy access,,,,6159.0-3,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Other,Small Enterprises
6159,POIDIER,https://co.pims.undp.org/project/view?id=6159,5379452,Facilitate the adoption and enforcement of 13 policies and regulations to increase the application of low-carbon technology in Fiji.,Transition Missing,Number of adopted and enforced policies and regulations that facilitate increased LC technology applications ,0,13,,,,VF,,Close the gap on energy access,Electricity Access,,,6159.0-4,KIR,,Kiribati,296,Oceania,Micronesia,Pacific,yes,yes,Asia-Pacific Group,RBAP,Lower middle income,LDC,SIDS,,Medium,0,0,Energy Transition,Policy or Regulatory Framework
