,Region,Category,Subcategory,VF or Non-VF,Direct Beneficiaries,Energy Access,Productive Use,Budget Sum (M USD),Project Count,Country Count
558,RBAP,Beneficiary Category,Energy Infrastructure Services,Total,1446292.0,0.0,1446292.0,29158685.0,4,3
559,RBAP,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,44261001.0,11,9
560,RBAP,Beneficiary Category,Electricity Access / Energy (MW added),Total,0.0,0.0,0.0,4622265.0,1,1
561,RBAP,Beneficiary Category,Financing support,Total,0.0,0.0,0.0,6438765.0,2,2
562,RBAP,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,15142729.0,3,2
563,RBAP,Beneficiary Category,Market Intervention,Total,0.0,0.0,0.0,15019520.0,3,3
564,RBAP,Beneficiary Category,Energy Transition,Total,0.0,0.0,0.0,30892000.0,1,1
565,RBAP,Beneficiary Category,"Households and Women, Policy and Regulatory Framework",Total,0.0,0.0,0.0,241888.0,1,1
566,RBAP,Beneficiary Category,Other energy services,Total,0.0,0.0,0.0,1348200.0,1,1
567,RBAP,All,All,VF,7244450.740234811,4955286.1,2289164.640234811,131932284.0,21,15
568,RBAP,Economy,Lower middle income,VF,4845935.240234811,3861765.6,984169.6402348113,49391371.0,13,9
569,RBAP,Economy,Upper middle income,VF,2398515.5,1093520.5,1304995.0,82540913.0,8,6
570,RBAP,HDI,High,VF,4404235.5,2215016.5,2189219.0,73395283.0,9,5
571,RBAP,HDI,Low,VF,407380.0,407380.0,0.0,24837884.0,2,2
572,RBAP,HDI,Medium,VF,2432835.2402348113,2332889.6,99945.64023481136,29344323.0,9,7
573,RBAP,HDI,Very High,VF,0.0,0.0,0.0,4354794.0,1,1
574,RBAP,Beneficiary Tier,Access to Energy,VF,4955286.1,4955286.1,0.0,79930523.0,14,14
575,RBAP,Beneficiary Tier,Productive Use of Energy,VF,2289164.640234811,0.0,2289164.640234811,48455146.0,7,7
576,RBAP,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,26517275.0,6,5
577,RBAP,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,0.0,0,0
578,RBAP,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,50370410.0,7,7
579,RBAP,Beneficiary Tier,Other,VF,0.0,0.0,0.0,23697017.0,7,5
580,RBAP,Beneficiary Category,Energy (MW added),VF,2201080.0,2201080.0,0.0,58797615.0,9,9
581,RBAP,Beneficiary Category,Electricity Access,VF,2610121.1,2610121.1,0.0,47349228.0,9,9
582,RBAP,Beneficiary Category,Capacity Building Training,VF,0.0,0.0,0.0,25928378.0,6,6
583,RBAP,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,50370410.0,7,7
584,RBAP,Beneficiary Category,GHG Emissions Reduction,VF,0.0,0.0,0.0,51985158.0,10,8
585,RBAP,Beneficiary Category,nan,VF,0.0,0.0,0.0,55409180.0,9,7
586,RBAP,Beneficiary Category,Energy Infrastructure Services,VF,1441000.0,0.0,1441000.0,11159879.0,2,2
587,RBAP,Beneficiary Category,Water Services,VF,104995.0,0.0,104995.0,23636364.0,1,1
588,RBAP,Beneficiary Category,Transportation and E-mobility Services,VF,737169.6402348113,0.0,737169.6402348113,7456226.0,3,3
589,RBAP,Beneficiary Category,Clean Cooking,VF,144085.0,144085.0,0.0,9922178.0,3,3
590,RBAP,Beneficiary Category,Other,VF,0.0,0.0,0.0,23697017.0,7,5
591,RBAP,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,18683903.0,4,4
592,RBAP,Beneficiary Category,Other Energy Services,VF,0.0,0.0,0.0,2639725.0,1,1
593,RBAP,Beneficiary Category,Agriculture and Food System,VF,6000.0,0.0,6000.0,5379452.0,1,1
594,RBAP,Beneficiary Category,Financing support,VF,0.0,0.0,0.0,1816500.0,1,1
595,RBAP,Beneficiary Category,Medium Enterprises,VF,0.0,0.0,0.0,7833372.0,2,2
596,RBAP,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,10658372.0,2,1
597,RBAP,Beneficiary Category,Market Intervention,VF,0.0,0.0,0.0,15019520.0,3,3
598,RBAP,All,All,Non-VF,6563830.491,3281286.905,3282543.586,300346000.1,66,20
599,RBAP,Economy,Lower middle income,Non-VF,2593588.491,315759.905,2277828.586,179186111.1,53,16
600,RBAP,Economy,Upper middle income,Non-VF,3970242.0,2965527.0,1004715.0,121159889.0,13,4
601,RBAP,HDI,High,Non-VF,279944.5,12551.5,267393.0,71419834.1,27,7
602,RBAP,HDI,Medium,Non-VF,2318358.991,303208.40499999997,2015150.5860000001,130980946.0,31,10
603,RBAP,HDI,Low,Non-VF,3965527.0,2965527.0,1000000.0,96371927.0,6,2
604,RBAP,HDI,Very High,Non-VF,0.0,0.0,0.0,1573293.0,2,1
605,RBAP,Beneficiary Tier,Access to Energy,Non-VF,3281286.905,3281286.905,0.0,159142123.0,24,11
606,RBAP,Beneficiary Tier,Productive Use of Energy,Non-VF,3282543.586,0.0,3282543.586,207304974.0,32,14
607,RBAP,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,49016467.0,13,9
608,RBAP,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,46274698.0,9,7
609,RBAP,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,60860230.099999994,22,12
610,RBAP,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,31483242.0,4,3
611,RBAP,Beneficiary Category,Transportation and E-mobility Services,Non-VF,688438.0,0.0,688438.0,45044820.0,8,7
612,RBAP,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,105233768.0,24,12
613,RBAP,Beneficiary Category,Other,Non-VF,0.0,0.0,0.0,31483242.0,4,3
614,RBAP,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,60860230.099999994,22,12
615,RBAP,Beneficiary Category,Other Energy Services,Non-VF,329732.0,0.0,329732.0,22854187.0,4,4
616,RBAP,Beneficiary Category,Electricity Access,Non-VF,3054315.44,3054315.44,0.0,95720850.0,14,9
617,RBAP,Beneficiary Category,Energy (MW added),Non-VF,114534.525,114534.525,0.0,107164781.0,15,8
618,RBAP,Beneficiary Category,Clean Cooking,Non-VF,112436.93999999999,112436.93999999999,0.0,26542048.0,6,5
619,RBAP,Beneficiary Category,Health Services,Non-VF,1834998.0,0.0,1834998.0,72090296.0,6,5
620,RBAP,Beneficiary Category,Water Services,Non-VF,14765.3,0.0,14765.3,51100545.0,6,5
621,RBAP,Beneficiary Category,Education Services,Non-VF,12984.0,0.0,12984.0,9679440.0,4,4
622,RBAP,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,42155521.36,12,5
623,RBAP,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,41364035.0,9,6
624,RBAP,Beneficiary Category,Agriculture and Food System,Non-VF,396334.28599999996,0.0,396334.28599999996,35155656.0,15,8
625,RBAP,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,10405040.0,5,5
626,RBAP,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,37217858.0,5,4
627,RBAP,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,20789480.0,9,5
628,RBAP,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,25577098.0,7,6
629,RBAP,Beneficiary Category,Electricity Access / Energy (MW added),Non-VF,0.0,0.0,0.0,4622265.0,1,1
630,RBAP,Beneficiary Category,Financing support,Non-VF,0.0,0.0,0.0,4622265.0,1,1
631,RBAP,Beneficiary Category,Energy Infrastructure Services,Non-VF,5292.0,0.0,5292.0,17998806.0,2,2
632,RBAP,Beneficiary Category,Energy Efficiency Services,Non-VF,0.0,0.0,0.0,4484357.0,1,1
633,RBAP,Beneficiary Category,Other energy services,Non-VF,0.0,0.0,0.0,1348200.0,1,1
634,SIDS,All,All,Total,3507655.45,1839848.9,1667806.55,237981042.91,49,22
635,SIDS,Economy,Lower middle income,Total,1948327.6,672553.6,1275774.0,99919830.0,20,9
636,SIDS,Economy,Upper middle income,Total,1482132.85,1090100.3,392032.55,118456127.91,23,9
637,SIDS,Economy,High income,Total,30265.0,30265.0,0.0,16692383.0,5,3
638,SIDS,Economy,Low income,Total,46930.0,46930.0,0.0,2912702.0,1,1
639,SIDS,HDI,High,Total,908464.1,338855.55,569608.55,91601756.0,18,7
640,SIDS,HDI,Medium,Total,1687249.35,650051.35,1037198.0,81235345.91,21,10
641,SIDS,HDI,Very High,Total,781012.0,760012.0,21000.0,53441318.0,7,3
642,SIDS,HDI,Low,Total,130930.0,90930.0,40000.0,11702623.0,3,2
643,SIDS,Beneficiary Tier,Access to Energy,Total,1839848.9,1839848.9,0.0,138164036.0,30,20
644,SIDS,Beneficiary Tier,Productive Use of Energy,Total,1667806.55,0.0,1667806.55,118294088.91,20,12
645,SIDS,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,36390901.0,6,6
646,SIDS,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,33718045.0,4,3
647,SIDS,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,129564708.91,17,12
648,SIDS,Beneficiary Tier,Other,Total,0.0,0.0,0.0,23758174.0,4,4
649,SIDS,Beneficiary Category,Energy (MW added),Total,645365.0,645365.0,0.0,94310687.0,16,13
650,SIDS,Beneficiary Category,Electricity Access,Total,1020858.9,1020858.9,0.0,118472954.0,23,17
651,SIDS,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,77621354.91,13,10
652,SIDS,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,129564708.91,17,12
653,SIDS,Beneficiary Category,Transportation and E-mobility Services,Total,181396.0,0.0,181396.0,29512982.91,6,5
654,SIDS,Beneficiary Category,Other,Total,0.0,0.0,0.0,23758174.0,4,4
655,SIDS,Beneficiary Category,Other Energy Services,Total,200000.0,0.0,200000.0,17815480.0,2,2
656,SIDS,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,57000841.91,10,9
657,SIDS,Beneficiary Category,nan,Total,0.0,0.0,0.0,47173846.0,9,7
658,SIDS,Beneficiary Category,Water Services,Total,189773.55,0.0,189773.55,70380663.0,6,5
659,SIDS,Beneficiary Category,Medium Enterprises,Total,0.0,0.0,0.0,25451998.0,2,2
660,SIDS,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,20919834.0,1,1
661,SIDS,Beneficiary Category,Agriculture and Food System,Total,106789.0,0.0,106789.0,10007452.0,6,3
662,SIDS,Beneficiary Category,Health Services,Total,970000.0,0.0,970000.0,6853266.0,2,2
663,SIDS,Beneficiary Category,Education Services,Total,14578.0,0.0,14578.0,6853266.0,2,2
664,SIDS,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,15471067.0,5,5
665,SIDS,Beneficiary Category,Clean Cooking,Total,173625.0,173625.0,0.0,13669404.0,4,4
666,SIDS,Beneficiary Category,Electricity Access / Energy (MW added),Total,0.0,0.0,0.0,4622265.0,1,1
667,SIDS,Beneficiary Category,Financing support,Total,0.0,0.0,0.0,4622265.0,1,1
668,SIDS,Beneficiary Category,Campaign Participant,Total,0.0,0.0,0.0,12798211.0,3,2
669,SIDS,Beneficiary Category,Energy Storage (MW),Total,0.0,0.0,0.0,28210000.0,1,1
670,SIDS,Beneficiary Category,Energy Infrastructure Services,Total,5270.0,0.0,5270.0,2970297.0,1,1
671,SIDS,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,5152392.0,1,1
672,SIDS,All,All,VF,1130308.35,850964.35,279344.0,97309106.0,20,15
673,SIDS,Economy,Lower middle income,VF,589286.6,547757.6,41529.0,51548291.0,9,6
674,SIDS,Economy,Upper middle income,VF,465716.75,227901.75,237815.0,36075885.0,7,6
675,SIDS,Economy,High income,VF,28375.0,28375.0,0.0,6772228.0,3,2
676,SIDS,Economy,Low income,VF,46930.0,46930.0,0.0,2912702.0,1,1
677,SIDS,HDI,High,VF,472594.0,234779.0,237815.0,37752856.0,6,5
678,SIDS,HDI,Medium,VF,610584.35,569055.35,41529.0,51465156.0,11,8
679,SIDS,HDI,Very High,VF,200.0,200.0,0.0,5178392.0,2,1
680,SIDS,HDI,Low,VF,46930.0,46930.0,0.0,2912702.0,1,1
681,SIDS,Beneficiary Tier,Access to Energy,VF,850964.35,850964.35,0.0,40941533.0,15,14
682,SIDS,Beneficiary Tier,Productive Use of Energy,VF,279344.0,0.0,279344.0,53959814.0,5,5
683,SIDS,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,10658903.0,3,3
684,SIDS,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,0.0,0,0
685,SIDS,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,56927666.0,9,8
686,SIDS,Beneficiary Tier,Other,VF,0.0,0.0,0.0,8582419.0,3,3
687,SIDS,Beneficiary Category,Energy (MW added),VF,434875.0,434875.0,0.0,30435143.0,9,8
688,SIDS,Beneficiary Category,Electricity Access,VF,242464.35,242464.35,0.0,31330721.0,11,10
689,SIDS,Beneficiary Category,Capacity Building Training,VF,0.0,0.0,0.0,20841234.0,5,5
690,SIDS,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,56927666.0,9,8
691,SIDS,Beneficiary Category,nan,VF,0.0,0.0,0.0,39619811.0,6,6
692,SIDS,Beneficiary Category,Water Services,VF,140524.0,0.0,140524.0,43981505.0,2,2
693,SIDS,Beneficiary Category,GHG Emissions Reduction,VF,0.0,0.0,0.0,20881075.0,7,7
694,SIDS,Beneficiary Category,Other,VF,0.0,0.0,0.0,8582419.0,3,3
695,SIDS,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,10658903.0,3,3
696,SIDS,Beneficiary Category,Clean Cooking,VF,173625.0,173625.0,0.0,13669404.0,4,4
697,SIDS,Beneficiary Category,Other Energy Services,VF,0.0,0.0,0.0,2639725.0,1,1
698,SIDS,Beneficiary Category,Agriculture and Food System,VF,6000.0,0.0,6000.0,5379452.0,1,1
699,SIDS,Beneficiary Category,Transportation and E-mobility Services,VF,132820.0,0.0,132820.0,1959132.0,1,1
700,SIDS,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,5152392.0,1,1
701,SIDS,All,All,Non-VF,2377347.1,988884.55,1388462.55,140671936.91,29,15
702,SIDS,Economy,Lower middle income,Non-VF,1359041.0,124796.0,1234245.0,48371539.0,11,7
703,SIDS,Economy,Upper middle income,Non-VF,1016416.1,862198.55,154217.55,82380242.91,16,6
704,SIDS,Economy,High income,Non-VF,1890.0,1890.0,0.0,9920155.0,2,2
705,SIDS,HDI,High,Non-VF,435870.1,104076.55,331793.55,53848900.0,12,5
706,SIDS,HDI,Medium,Non-VF,1076665.0,80996.0,995669.0,29770189.91,10,6
707,SIDS,HDI,Very High,Non-VF,780812.0,759812.0,21000.0,48262926.0,5,3
708,SIDS,HDI,Low,Non-VF,84000.0,44000.0,40000.0,8789921.0,2,1
709,SIDS,Beneficiary Tier,Access to Energy,Non-VF,988884.55,988884.55,0.0,97222503.0,15,11
710,SIDS,Beneficiary Tier,Productive Use of Energy,Non-VF,1388462.55,0.0,1388462.55,64334274.91,15,9
711,SIDS,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,25731998.0,3,3
712,SIDS,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,33718045.0,4,3
713,SIDS,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,72637042.91,8,6
714,SIDS,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,15175755.0,1,1
715,SIDS,Beneficiary Category,Transportation and E-mobility Services,Non-VF,48576.0,0.0,48576.0,27553850.91,5,5
716,SIDS,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,56780120.91,8,7
717,SIDS,Beneficiary Category,Other,Non-VF,0.0,0.0,0.0,15175755.0,1,1
718,SIDS,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,72637042.91,8,6
719,SIDS,Beneficiary Category,Other Energy Services,Non-VF,200000.0,0.0,200000.0,15175755.0,1,1
720,SIDS,Beneficiary Category,GHG Emissions Reduction,Non-VF,0.0,0.0,0.0,36119766.91,3,3
721,SIDS,Beneficiary Category,Electricity Access,Non-VF,778394.55,778394.55,0.0,87142233.0,12,10
722,SIDS,Beneficiary Category,Energy (MW added),Non-VF,210490.0,210490.0,0.0,63875544.0,7,6
723,SIDS,Beneficiary Category,Water Services,Non-VF,49249.55,0.0,49249.55,26399158.0,4,3
724,SIDS,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,25451998.0,2,2
725,SIDS,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,20919834.0,1,1
726,SIDS,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,7554035.0,3,2
727,SIDS,Beneficiary Category,Agriculture and Food System,Non-VF,100789.0,0.0,100789.0,4628000.0,5,2
728,SIDS,Beneficiary Category,Health Services,Non-VF,970000.0,0.0,970000.0,6853266.0,2,2
729,SIDS,Beneficiary Category,Education Services,Non-VF,14578.0,0.0,14578.0,6853266.0,2,2
730,SIDS,Beneficiary Category,Electricity Access / Energy (MW added),Non-VF,0.0,0.0,0.0,4622265.0,1,1
731,SIDS,Beneficiary Category,Financing support,Non-VF,0.0,0.0,0.0,4622265.0,1,1
732,SIDS,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,12798211.0,3,2
733,SIDS,Beneficiary Category,Energy Storage (MW),Non-VF,0.0,0.0,0.0,28210000.0,1,1
734,SIDS,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,4812164.0,2,2
735,SIDS,Beneficiary Category,Energy Infrastructure Services,Non-VF,5270.0,0.0,5270.0,2970297.0,1,1
736,LDC,All,All,Total,38153372.681,21460339.494999997,16693033.186,1515371406.6899998,133,45
737,LDC,Economy,Low income,Total,29377086.09,16389849.09,12987237.0,766969700.6899999,67,23
738,LDC,Economy,Lower middle income,Total,4636779.091,1930982.905,2705796.1859999998,597639211.0,58,20
739,LDC,Economy,Upper middle income,Total,4139507.5,3139507.5,1000000.0,150762495.0,8,2
740,LDC,HDI,Low,Total,32998234.75,19266447.15,13731787.6,977132511.3000001,87,29
741,LDC,HDI,Medium,Total,4693772.091,1732526.505,2961245.586,526310152.39,44,15
742,LDC,Beneficiary Tier,Access to Energy,Total,21460339.494999997,21460339.494999997,0.0,1337830027.49,98,42
743,LDC,Beneficiary Tier,Productive Use of Energy,Total,16693033.186,0.0,16693033.186,890652120.56,56,34
744,LDC,Beneficiary Tier,Market Development,Total,0.0,0.0,0.0,75119730.0,18,16
745,LDC,Beneficiary Tier,Capacity Building,Total,0.0,0.0,0.0,36905347.0,8,7
746,LDC,Beneficiary Tier,Policy and Regulator Frameworks,Total,0.0,0.0,0.0,101796693.0,24,17
747,LDC,Beneficiary Tier,Other,Total,0.0,0.0,0.0,9152053.0,3,3
748,LDC,Beneficiary Category,Electricity Access,Total,17397559.58,17397559.58,0.0,1179907780.35,70,37
749,LDC,Beneficiary Category,nan,Total,0.0,0.0,0.0,381602300.0,19,15
750,LDC,Beneficiary Category,Medium Enterprises,Total,0.0,0.0,0.0,22158027.0,5,4
751,LDC,Beneficiary Category,Agriculture and Food System,Total,361302.886,0.0,361302.886,60268122.71,14,11
752,LDC,Beneficiary Category,GHG Emissions Reduction,Total,0.0,0.0,0.0,35270615.0,12,10
753,LDC,Beneficiary Category,Energy (MW added),Total,1534895.775,1534895.775,0.0,181059257.14,39,26
754,LDC,Beneficiary Category,Health Services,Total,10069103.0,0.0,10069103.0,748247514.8,23,19
755,LDC,Beneficiary Category,Education Services,Total,214579.0,0.0,214579.0,673381172.0,15,15
756,LDC,Beneficiary Category,Policy or Regulatory Framework,Total,0.0,0.0,0.0,101796693.0,24,17
757,LDC,Beneficiary Category,Small Enterprises,Total,0.0,0.0,0.0,52961703.0,13,13
758,LDC,Beneficiary Category,Water Services,Total,5099026.3,0.0,5099026.3,726027598.0,14,12
759,LDC,Beneficiary Category,Capacity Building Training,Total,0.0,0.0,0.0,428386404.0,18,12
760,LDC,Beneficiary Category,Entrepreneurship Training,Total,0.0,0.0,0.0,20612764.0,6,5
761,LDC,Beneficiary Category,Energy Infrastructure Services,Total,11438.0,0.0,11438.0,5393407.0,3,3
762,LDC,Beneficiary Category,Clean Cooking,Total,2527884.14,2527884.14,0.0,118066119.0,25,21
763,LDC,Beneficiary Category,Other Energy Services,Total,264442.0,0.0,264442.0,19621593.05,9,8
764,LDC,Beneficiary Category,Energy Efficiency Services,Total,0.0,0.0,0.0,4056000.0,2,2
765,LDC,Beneficiary Category,Transportation and E-mobility Services,Total,673142.0,0.0,673142.0,30035044.0,6,4
766,LDC,Beneficiary Category,Other,Total,0.0,0.0,0.0,9152053.0,3,3
767,LDC,Beneficiary Category,Campaign Participant,Total,0.0,0.0,0.0,17640783.0,3,3
768,LDC,Beneficiary Category,Other energy services,Total,0.0,0.0,0.0,1633915.35,2,2
769,LDC,Beneficiary Category,Energy infrastructure services,Total,0.0,0.0,0.0,116275.0,1,1
770,LDC,Beneficiary Category,Energy access,Total,0.0,0.0,0.0,200000.0,1,1
771,LDC,Beneficiary Category,water services,Total,0.0,0.0,0.0,200000.0,1,1
772,LDC,Beneficiary Category,Energy Access - disaster affected communities -,Total,0.0,0.0,0.0,-1.0,1,1
773,LDC,Beneficiary Category,Energy Access,Total,0.0,0.0,0.0,-1.0,1,1
774,LDC,Beneficiary Category,Energy Transition,Total,0.0,0.0,0.0,30892000.0,1,1
775,LDC,All,All,VF,1406804.6,1327526.6,79278.0,138481291.0,36,22
776,LDC,Economy,Low income,VF,510054.5,472605.5,37449.0,38236696.0,16,12
777,LDC,Economy,Lower middle income,VF,722769.6,680940.6,41829.0,76206027.0,18,8
778,LDC,Economy,Upper middle income,VF,173980.5,173980.5,0.0,24038568.0,2,2
779,LDC,HDI,Medium,VF,691663.1,644898.1,46765.0,59899877.0,13,8
780,LDC,HDI,Low,VF,648471.5,615958.5,32513.0,75305267.0,22,13
781,LDC,Beneficiary Tier,Access to Energy,VF,1327526.6,1327526.6,0.0,108091606.0,32,22
782,LDC,Beneficiary Tier,Productive Use of Energy,VF,79278.0,0.0,79278.0,34552831.0,7,7
783,LDC,Beneficiary Tier,Market Development,VF,0.0,0.0,0.0,12483469.0,5,5
784,LDC,Beneficiary Tier,Capacity Building,VF,0.0,0.0,0.0,0.0,0,0
785,LDC,Beneficiary Tier,Policy and Regulator Frameworks,VF,0.0,0.0,0.0,31371511.0,9,8
786,LDC,Beneficiary Tier,Other,VF,0.0,0.0,0.0,9152053.0,3,3
787,LDC,Beneficiary Category,Agriculture and Food System,VF,10936.0,0.0,10936.0,6743399.0,2,2
788,LDC,Beneficiary Category,GHG Emissions Reduction,VF,0.0,0.0,0.0,17643572.0,7,7
789,LDC,Beneficiary Category,Energy (MW added),VF,616087.5,616087.5,0.0,57058106.0,14,12
790,LDC,Beneficiary Category,Electricity Access,VF,516449.1,516449.1,0.0,44685552.0,20,15
791,LDC,Beneficiary Category,nan,VF,0.0,0.0,0.0,16329572.0,5,5
792,LDC,Beneficiary Category,Policy or Regulatory Framework,VF,0.0,0.0,0.0,31371511.0,9,8
793,LDC,Beneficiary Category,Water Services,VF,35529.0,0.0,35529.0,20345141.0,1,1
794,LDC,Beneficiary Category,Capacity Building Training,VF,0.0,0.0,0.0,22061810.0,5,4
795,LDC,Beneficiary Category,Small Enterprises,VF,0.0,0.0,0.0,12483469.0,5,5
796,LDC,Beneficiary Category,Health Services,VF,4523.0,0.0,4523.0,1824566.0,2,2
797,LDC,Beneficiary Category,Clean Cooking,VF,194990.0,194990.0,0.0,36590421.0,8,7
798,LDC,Beneficiary Category,Education Services,VF,27500.0,0.0,27500.0,924566.0,1,1
799,LDC,Beneficiary Category,Other Energy Services,VF,490.0,0.0,490.0,3564291.0,2,2
800,LDC,Beneficiary Category,Transportation and E-mobility Services,VF,300.0,0.0,300.0,3000000.0,1,1
801,LDC,Beneficiary Category,Other,VF,0.0,0.0,0.0,9152053.0,3,3
802,LDC,Beneficiary Category,Energy Efficiency Services,VF,0.0,0.0,0.0,1770000.0,1,1
803,LDC,All,All,Non-VF,36216568.081,19602812.894999996,16613755.186,1322897601.34,89,39
804,LDC,Economy,Low income,Non-VF,28867031.59,15917243.59,12949788.0,728252490.34,46,22
805,LDC,Economy,Lower middle income,Non-VF,3384009.491,720042.3049999999,2663967.186,498813184.0,38,16
806,LDC,Economy,Upper middle income,Non-VF,3965527.0,2965527.0,1000000.0,95831927.0,5,1
807,LDC,HDI,Low,Non-VF,32349763.25,18650488.65,13699274.6,870454729.95,59,27
808,LDC,HDI,Medium,Non-VF,3472108.991,557628.405,2914480.586,443790275.39,29,11
809,LDC,Beneficiary Tier,Access to Energy,Non-VF,19602812.894999996,19602812.894999996,0.0,1206923621.49,63,33
810,LDC,Beneficiary Tier,Productive Use of Energy,Non-VF,16613755.186,0.0,16613755.186,852479290.56,47,28
811,LDC,Beneficiary Tier,Market Development,Non-VF,0.0,0.0,0.0,62636261.0,13,11
812,LDC,Beneficiary Tier,Capacity Building,Non-VF,0.0,0.0,0.0,36905347.0,8,7
813,LDC,Beneficiary Tier,Policy and Regulator Frameworks,Non-VF,0.0,0.0,0.0,70425182.0,15,10
814,LDC,Beneficiary Tier,Other,Non-VF,0.0,0.0,0.0,0.0,0,0
815,LDC,Beneficiary Category,Electricity Access,Non-VF,16876110.48,16876110.48,0.0,1131407428.3500001,48,29
816,LDC,Beneficiary Category,nan,Non-VF,0.0,0.0,0.0,365272729.0,11,8
817,LDC,Beneficiary Category,Medium Enterprises,Non-VF,0.0,0.0,0.0,22158027.0,5,4
818,LDC,Beneficiary Category,Health Services,Non-VF,10064580.0,0.0,10064580.0,746422949.8,20,17
819,LDC,Beneficiary Category,Energy (MW added),Non-VF,393808.275,393808.275,0.0,105001151.14,24,16
820,LDC,Beneficiary Category,Education Services,Non-VF,187079.0,0.0,187079.0,668836606.0,13,13
821,LDC,Beneficiary Category,Policy or Regulatory Framework,Non-VF,0.0,0.0,0.0,70425182.0,15,10
822,LDC,Beneficiary Category,Agriculture and Food System,Non-VF,350366.886,0.0,350366.886,53524723.71,12,9
823,LDC,Beneficiary Category,Small Enterprises,Non-VF,0.0,0.0,0.0,40478234.0,8,8
824,LDC,Beneficiary Category,Water Services,Non-VF,5063497.3,0.0,5063497.3,705682457.0,13,11
825,LDC,Beneficiary Category,Capacity Building Training,Non-VF,0.0,0.0,0.0,406324594.0,13,9
826,LDC,Beneficiary Category,Entrepreneurship Training,Non-VF,0.0,0.0,0.0,20612764.0,6,5
827,LDC,Beneficiary Category,Energy Infrastructure Services,Non-VF,11438.0,0.0,11438.0,5393407.0,3,3
828,LDC,Beneficiary Category,Clean Cooking,Non-VF,2332894.14,2332894.14,0.0,81475698.0,17,14
829,LDC,Beneficiary Category,Other Energy Services,Non-VF,263952.0,0.0,263952.0,16057302.05,7,6
830,LDC,Beneficiary Category,Energy Efficiency Services,Non-VF,0.0,0.0,0.0,2286000.0,1,1
831,LDC,Beneficiary Category,Transportation and E-mobility Services,Non-VF,672842.0,0.0,672842.0,27035044.0,5,4
832,LDC,Beneficiary Category,Campaign Participant,Non-VF,0.0,0.0,0.0,17640783.0,3,3
833,LDC,Beneficiary Category,Energy infrastructure services,Non-VF,0.0,0.0,0.0,116275.0,1,1
834,LDC,Beneficiary Category,Energy access,Non-VF,0.0,0.0,0.0,200000.0,1,1
