,Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),Category,Comments,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Indirect Category,Indirect Taxonomy,Output ID,Country Code,Country,Comment,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Comments ,Expected Outputs,Energy Percent,Donors ,Indirect Beneficiaries,Budget (USD),Unnamed: 13,Donor,Indirect Beneficaries,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 10,Gender (% female).1,Category.1,Comments.1,Unnamed: 8,Unnamed: 9,Indirect Beneficiries,Energy Budget,Budget (Nigerian),Indirect Beneficiary,Budget ,b,Unnamed: 11
391,134019.0,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",N/A yet,3000000.0,Medium Enterprises,"Number of enterprises reached by SHIFT's information, dissemination, capacity building and/or technical support confirm they plan to invest in renewable energy, energy efficiency or other energy transition technologies",0,70.0,"Status:
- Preparation phase. Implementation Phase set to start in August 2023.
Planned date of attainment: 
- January 2028
Notes: 
- The SHIFT project will be implemented by six organizations.
- Other standard indicators to be calculated during first interim report.
",,,,,,Scale up energy finance,Energy Efficiency,,Incentives and Support,Decarbonization,134019.0-1,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,134019.0,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",N/A yet,3000000.0,Medium Enterprises,"Number of enterprises supported by SHIFT that have implemented technically and financially feasible pilot projects in RE, EE or other energy transition technologies",0,20.0,,,,,,,Scale up energy finance,Energy Efficiency,,Incentives and Support,Decarbonization,134019.0-2,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Energy (MW added),Energy (MW added),0,0.05,"Under process for installation for solar rooftop for 13 agriculture cooperatives/small business models in Bac Lieu; 
Completed installation for 60MW in Binh Thuan for 2 Cooperatives/Small Businesses",,,Non-VF,"To the CO: Please confirm this output (100MW is a high value, relative to the total number of businesses)
-> Revised.",,Scale up energy finance,Energy Efficiency,,,,117633.0-1,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Agricultural Services,Agricultural Services,0,1300.0," 100  households, corresponding to 300 farmers benefitted from the project support to shrimp and dragron fruit models at two provinces Binh Thuan and Bac Lieu; and 1,000 turns of people at provincial, district and commune levels benefitted from project trainings ",,,Non-VF,"to the CO: Please estimate number of beneficiaries.
-> Revised.",,Scale up energy finance,Energy Efficiency,,,,117633.0-2,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Small Enterprises,Small Enterprises,0,3.0,03 Small businesses/cooperatives improved marketting and green labelling via e-commerce/online practices,,,Non-VF,,,Scale up energy finance,Energy Efficiency,,,,117633.0-3,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Capacity Training,Capacity Training,0,1600.0," - nearly 1000 local farmers/producers received trainign on sustainable shrimp farming, green technology application etc. 
- Nearly 600 local farmers/producers received  trainign on sustainable dragon fruit farming, green technology application, e-commerce, carbon footprint tracking",,,Non-VF,,,Scale up energy finance,Energy Efficiency,,,,117633.0-4,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Medium Enterprises,# of firms,0,46.0,"4 firms/cooperatives in Binh Thuan and 2 cooperatives in Bac Lieu received full training packages for full green transformation process
At least 40 local firms/cooperatives in two provices received different topical training on green technologies, e-commerce, green treacebility/carbon footprint tracking, Global gap/vietgap, etc",,,Non-VF,,,Scale up energy finance,Energy Efficiency,,,,117633.0-5,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),2201100.0,Policy or Regulatory Framework,Policy or Regulatory Framework,0,6.0,"- Update Viet Nam NDC update 2022
- Develop Viet Nam NDCC 2022
- 01 completed proposal for direct lending modality for Small and Medium Enterprise Fund
- 01 Climate Business Index Platform
- 2 Agriculture supply chain and apps platform for green dragon fruits and green shrimp (on-going)
",,,Non-VF,,,Scale up energy finance,Energy Efficiency,,NDC Support,Decarbonization,117633.0-6,VNM,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,98606,Bhutan Sustainable Low Urban Transport Systems,GEF,3000000.0,Transport Services,Number of electric vehicles ,0,300,Conversion of 300 fossil based to electric taxis ,,,VF,,,Accelerating just energy transition,Electricity Access,,,,98606-1,BTN,Bhutan,,,,,,,,,,,,,GEF,,,,,,,,,,,,,,,,,,,
400,128990,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency",JSB,1145424.0,Transport Services,Number of electric vehicles ,44,63,Introduction of 19 EVs in the Government fleet ,,,VF,,,Accelerating just energy transition,Electricity Access,,,,128990-1,BTN,Bhutan,,,,,,,,,,,,,JSB,,,,,,,,,,,,,,,,,,,
401,76640,Removal of barriers to sustainable utilization of available biomass resources in the country; and application of biomass energy technologies that can support the economic and social development in the country’s rural sector,GEF,1903000.0,Clean Cooking,Number of improved cook stoves ,0,13500 HH,Design and promotion of improved heating and cook stoves ,,,VF,,,Accelerating just energy transition,Clean Cooking,,,,76640-1,BTN,Bhutan,,,,,,,,,,,,,GEF,,,,,,,,,,,,,,,,,,,
402,129029,Solar photovoltaic project ,JSB,210000.0,Energy (MW added),Installed capacity mW,0,0.18,Commissioning of first grid tied Solar plant in Bhutan ,,,VF,,,Close the gap on energy access,Renewable Energy,,,,129029-1,BTN,Bhutan,,,,,,,,,,,,,JSB,,,,,,,,,,,,,,,,,,,
403,6692,Energy Efficiency in Building Sector - Turkmenistan,https://co.pims.undp.org/project/view?id=6692,2066333.0,Capacity Training,Number of direct beneficiaries (disaggregated) as co-benefit of GEF investment,0,8441,"Total of 8,441 beneficiaries (3,671women) based on: 7,821 direct building beneficiaries and 620 direct beneficiaries of TEESB’s capacity-building and awareness activities. Project Document is on development stage",,0.43,,,,Accelerating just energy transition,Energy Efficiency,,,,6692-1,TKM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,5452,Sustainable Cities: Ashgabat and Awaza,https://co.pims.undp.org/project/view?id=5452,6060046.0,Campaign Participant,"Number of direct individual and institutional participants (including both women and men) in project-led initiatives on alternative transport, pilot waste sorting and reduction, and green hotel management",0,30000,"Confirmed participation by at least 30,000 citizens (15,000 women and girls)",,0.5,,,,Accelerating just energy transition,,,,,5452-1,TKM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,Energy (MW added),Project Goal: Reduced annual growth rate of Green House Gas (GHG) emissions in the energy and energy end use sector of the country.,,,,,,,,,,,,,,6089.0-1,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"Cumulative Incremental GHG emission reduction from the electricity sector in rural areas, tons CO2",0.0,0,,,,,,,,,,,,6089.0-2,SLB,Solomon Islands,,,,,,"Note to CO: Although the details you provide are very thorough, it would be more helpful if you could provide less information such that it fits into our categorizations. For access to electricity we need this reported either as a number of beneficiaries or a number of MW. For services (health, water) these need to be distilled also into an estimate of nubmers of beneficiaries, unless this is a policy-level or strategic output that doesn't translate directly into beneficiaries, and then you can tag is as a Policy or Regulatory Framework. For the targets, we are primarily concerned with the total expected output of this project, so please provide only a single value for the target and baseline based on the beginning and end of the project.",,,,,,"Note: The energy project that UNDP SOI supports in terms of providing oversight support known as ""Stimulating Progress towards Improved Rural Electricity in the Solomon Islands  (SPIRES) is yet to launch and commission its demo sites. Hence,data is pending that. However, for its baseline data please note the following information. 1. Access to Energy: a. Electricity access: Site: Selwyn College = Number of beneficiaries: 550 Students and Staff and Families, ",,,,,,,,19147,,,,6376,12771.0,,,,,,,
407,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"National electric energy consumption index, ktoe/US$ GDP ",6.42,6.3,,,,,,,,,,,,6089.0-3,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,5.87,,,,6.2,6.05,,,,,,,
408,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Project Objective: Facilitation of the achievement of increased access to electricity in rural communities in the Solomon Islands,,,,,,,,,,,,,,6089.0-4,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Cumulative incremental fossil fuel savings due to sustainable energy and low carbon interventions implemented.,0.0,0,,,,,,,,,,,,6089.0-5,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,2095,,,,697.6,1397.3,,,,,,,
410,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,Electricity Access,"% electricity access in rural areas, %",0.05,0.1,,,,,,,,,,,,6089.0-6,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,0.25,,,,0.15,0.2,,,,,,,
411,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,No. of new jobs created due to enhanced electricity access in off-grid areas in the country ,10.0,20,,,,,,,,,,,,6089.0-7,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,200,,,,60,100.0,,,,,,,
412,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Outcome 1: Enforcement of approved policies and rules and regulations to support enhanced application of cost-effective RE technologies for electricity generation in the off-grid areas in Solomon Islands,,,,,,,,,,,,,,6089.0-8,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"No. of implemented off-grid rural electrification projects facilitated by the approved and enforced energy access, Renewable Energy and EC&Energy Efficiency policies",0.0,1,,,,,,,,,,,,6089.0-9,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,5,,,,2,3.0,,,,,,,
414,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,No. of designed and implemented pilots on the implementation of applicable policy and regulatory framework for rural electrification,0.0,,,,,,,,,,,,,6089.0-10,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,,,,,,,
415,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,Water Services,"No. of formulated, approved and implemented rural electrification plans",5.0,6,,,,,,,,,,,,6089.0-11,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,9,,,,7,8.0,,,,,,,
416,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Outcome 2: Enforced improved institutional and financial mechanisms in the integrated planning and ,,,,,,,,,,,,,,6089.0-12,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,implementation of rural electrification and RE-based energy production in the off-grid areas,,,,,,,,,,,,,,6089.0-13,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,No. of formulated and recommended institutional and financing mechanisms that support the enhanced implementation of rural electrification initiatives,0.0,,,,,,,,,,,,,6089.0-14,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,2[2] ,,,,2[1] ,,,,,,,,
419,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,,,,,,,,,,,,,,,6089.0-15,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,Health Services,No. of rural electrification initiatives facilitated by adopted and enforced institutional and financial mechanisms.,0.0,,,,,,,,,,,,,6089.0-16,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,2[4],,,,2[3] ,,,,,,,,
421,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"Outcome 3.1: Increased confidence in, and application of, RE technologies and RE-based power generation to support socio-economic development in off-grid areas",,,,,,,,,,,,,,6089.0-17,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"No. of planned and implemented rural electrification projects in both on-, and off-grid areas that are based on the findings are recommendations of conducted De-risking Renewable Energy Investment (DREI) assessments of Renewable Energy-based electricity generation options",0.0,1,,,,,,,,,,,,6089.0-18,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,5,,,,2,4.0,,,,,,,
423,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"No. of follow-up rural electrification, sustainable energy and low carbon technology application projects (demo replications and scale-ups) in on-, and off-grid areas.",0.0,2,,,,,,,,,,,,6089.0-19,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,6,,,,4,5.0,,,,,,,
424,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Percentage of successful maintenance or repair work on demonstrations by Ministry of Mines and Energy and all Renewable Energy-based rural electrification projects in the country,0.0,0.25,,,,,,,,,,,,6089.0-20,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,100% Ministry of Mines and Energy with no external support,,,,50% support,0.75,,,,,,,
425,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,Policy or Regulatory Framework,Outcome 3.2: Adoption and implementation of climate resilient and low carbon electricity applications in increasing access to electricity in off-grid areas,,,,,,,,,,,,,,6089.0-21,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,No. of successfully installed and operational systems of the implemented demonstrations of Renewable Energy-based electricity generation and low carbon technology application in the off-grid areas.,0.0,1,,,,,,,,,,,,6089.0-22,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,5,,,,2,4.0,,,,,,,
427,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,No. of Renewable Energy and Energy Efficiency technologies application projects designed and financed for implementation as influenced by the results and outcomes of the demonstrations,0.0,2,,,,,,,,,,,,6089.0-23,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,9,,,,4,6.0,,,,,,,
428,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,Percentage of women in community-based Renewable Energy Service Companies (RESCOs) morally supported by village men to build their confidence in leadership ,0.0,0.1,,,,,,,,,,,,6089.0-24,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,0.5,,,,0.25,0.35,,,,,,,
429,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"Outcome 4:  Enhanced awareness and knowledge of the government, private sector and communities on the cost-effective application of Renewable Energy and Energy Efficiency technologies/practices",,,,,,,,,,,,,,6089.0-25,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"No. of trained national and local government personnel that can ably plan and evaluate energy access, sustainable energy and low carbon technology application projects.",0.0,0,,,,,,,,,,,,6089.0-26,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,4,,,,2,3.0,,,,,,,
431,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,"No. of local firms that can capably provide technical, engineering and maintenance services for rural electrification and low carbon technology application projects",1.0,1,,,,,,,,,,,,6089.0-27,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,3,,,,1,2.0,,,,,,,
432,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,,,,,,,,,,,,,,,6089.0-28,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,[1] Enhancement in carrying out energy service fee collection in community demo site.,,,,,,,,,,,,,,6089.0-29,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,[2] (formulated institutional & financing mechanisms to make them more effective.,,,,,,,,,,,,,,6089.0-30,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,[3] reflecting g the 2 demo sites institutional & financing mechanism that will be developed,,,,,,,,,,,,,,6089.0-31,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,6089.0,SPIRES (Rural Electrification),PIMS+,2639726.0,nan,[4] (the 2 institutional & financing mechanisms are working and able to facilitate rural electrification),,,,,,,,,,,,,,6089.0-32,SLB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,6451.0,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,GHG Emission Reduction,1)	 Greenhouse gas (GHG) emissions mitigated,,215593.0,"[6.2]: Lifetime direct GHG emission reduction (ER): 215,593 tCO2.  Indirect GHG ER: 329,311 tCO2
Sub-indicators (related to direct ER):
[6.3] Lifetime energy production: 4,120,114 GJ
[6.4]:  Installed RE power capacity: 1.61 MW.",GEF,,VF,,,Close the gap on energy access,Renewable Energy,,,,6451.0-1,BRB,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,6451.0,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Energy (MW added),"
[GEF core indicator 6 and sub-indicators]
(units of measure: GJ, MW, tCO2)",Installed 10 MW utility-scale PV and 59.8 MW distributed solar PV (2021). No installed bioenergy yet ,1.61,,,,,,,,,,,,6451.0-2,BRB,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,6451.0,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Capacity Training,"2)	Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment  *
[GEF core indicator 11]
(unit of measure: number of people)",0,766.0,"Total of 766 direct beneficiaries (266 women),
(see Annex H) due to direct job creation (196, of which 67 women) and recipients of SMARTER training (570, of which 200 women, 35%)",,0.3472584856396867,,,,,,,,,6451.0-3,BRB,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,6451.0,SMARTER - Bioenergy in Barbados,PIMS+,1593836.0,Policy or Regulatory Framework,3) Well-indicated status of bioenergy in 100% RE fuel and electricity planning. (unit of measure: binary 1/0),Bioenergy share is zero. IRRP aims at 92 GJ (6%) of biomass in 100% RE power.  Renewable fuels (non-electricity) not defined in detail,,MEB-approved BNEP action plan with updated energy indicators (incl. share of RE in total energy supply and electricity; share of types of biomass in total energy and in electricity),,,,,,,,,,,6451.0-4,BRB,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,96620,Resource Efficiency in Agriculture & Agrobased Ind.GAP,http://open.undp.org/projects/00096620,1499060.0,Medium Enterprises,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",0,300.0,"Realization: 5
# of agricultural enterprises benefitted from training and dissemination services: 300",Turkish central government,,Non-VF,,,Accelerating just energy transition,Energy Efficiency,,,,96620-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,114367,Environment and social resilience,http://open.undp.org/projects/00114367,791900.0,Policy or Regulatory Framework,Mapping of legislative requirements in place,,,"Legal framework on the subject of energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to determine the related items and requirements and identify the gaps. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M. Legal framework on the subject of financial mechanisms related to the energy efficiency and renewable energy was reviewed, the related legislation was listed and analyzed in the sectoral perspective to include more suppliers from the value chain of H&M. A list of legislation and gap analysis report was prepared by the local consultant and shared with H&M.",H&M,,Non-VF,,,Accelerating just energy transition,Energy Efficiency,,Legal Framework,Energy Efficiency,114367-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,125243,Increasing Employability in the Renewable Energy Sector,http://open.undp.org/projects/00125243,2362663.0,Entrepreneurship Training,Number of trainees trained at the vocational training center(s) supported(at least 25 % are women),0,1600.0,"969 (465 women) trainees trained in total. During 2023, the total number of trainees trained is expected to be 1600 with 640 women.
Other outputs: 
-Cooperation with private sector companies 
-Trainees trained at the vocational training center(s) supported (at least 25 % are women)	
-Trainers trained
-Training center(s) supported	
-Review of Curricula
-Development of Curricula	
-Establishment of RE Laboratories
-Development of an Online Platform
-Feasibility Assessment Reports on Renewable Energy Sector",Gov of South Korea,0.25,Non-VF,,,Accelerating just energy transition,Renewable Energy,,,,125243-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,133485,Green Destination Model -ENERJISA,http://open.undp.org/projects/00133485,170000.0,Policy or Regulatory Framework,Number of tourism actors that integrated at least one energy efficiency application and/or use of renewable energy resources.,Limited number of tourism actors integrating energy efficiency and use of renewable energy resources into their way of doing business,,"UNDP: 8 tourism enterprises, Enerjisa: 2 public institutions and 1 private enterprise (hotel)",Enerjisa,0.5,Non-VF,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,133485-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,5673,EE Low Cost Wooden Houses,PIMS+,3800000.0,GHG Emissions Reduction,tCO2,0,311205.0,"Realization: Project to kick off in 2023.
# of direct beneficiaries targeted: 900
Other outputs:
-Policy, Legislative, and Regulatory Support 
-Strengthening of Institutional Support within the Ministry of Agriculture and Forestry and GDF for supporting construction from wood in Türkiye
-Operationalization of Phased Financial Support Mechanism (FSM)  and provision of incentives to SMEs for greater use of wood in construction in Türkiye
-Increasing awareness about the benefits of using wood in construction
-Increasing training and capacity building on using wood in construction",GEF,,VF,,,Accelerating just energy transition,Energy Efficiency,,,,5673-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,5323,SEFM for Solar PV for Forest Villages,PIMS+,3780000.0,Electricity Access,Forest villagers,0,3487.0,"Realization: 3487 (Project completed)
Number of forest villagers with solar PV: 4863
Other outputs:
-Establishment of a sustainable energy financing unit within ORKOY Department
-ORKOY credit programme revision
-Development of a model contract
-Business development and feasibility studies
-Preparation of case studies and video spots
-Development of MRV methodology
-Dissemination events and stakeholder workshops",GEF,,VF,,,Accelerating just energy transition,Renewable Energy,,,,5323-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,5285,TEEEM - EE Motors,PIMS+,3750000.0,Medium Enterprises,Cumulative number of phased out inefficient electric motors taken into a recycling program by EOP,0,5000.0,"Realization: 357
SMEs replaced inefficient motors: 48
Other outputs:
-Conduction of efficiency audits and preparation of invesment plans for SMEs
-Ongoing scaling up/dissemination of successfully completed pilot implementation with KOSGEB
-Training of manufacturers and end-users (SMEs)
-Harmonization of Turkish policies, regulations and standards applicable to motors with EU Eco-design standards
-Capacity building for testing motors at TSI labs
-Promotional and awareness raising activities",GEF,,VF,to the CO: Please estimate number of beneficiaries.,,Accelerating just energy transition,Energy Efficiency,,,,5285-1,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,124212.0,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Electricity Access,Number of household which has an energy access,0,2864 HH,,,,,,,Accelerating just energy transition,Electricity Access,,,,124212.0-1,BDI,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,124212.0,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Clean Cooking,Number of stoves produced,0,20000,,,,,,,Accelerating just energy transition,Clean Cooking,,,,124212.0-2,BDI,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,124212.0,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Small Enterprises,Number of small enteprises supported,0,13,,,,,,,,,,,,124212.0-3,BDI,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,124212.0,Services Energétiques Ruraux,http://open.undp.org/projects/00124212,7260535.0,Campaign Participant,number of participant of awarness raising,0,5000,,,,,,,,,,,,124212.0-4,BDI,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,115827.0,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Policy or Regulatory Framework,Number of operational PV systems,0,11,"Solar based power supplied to executive residences/buildings of national importance in Fiji, Tonga, Kiribati, Nauru, Solomon Islands, Vanuatu, RMI, FSM, Palau, Tuvali and Timor-Leste by end of project (At least 1 per country)",,,Non-VF,,,Accelerating just energy transition,Electricity Access,,,,115827.0-1,FJI,Fiji,,,,,,,,,,,,,India - UN Development Partnership Fund,,,,,,,,,,,,,,,,,,,
453,115827.0,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Policy or Regulatory Framework,Number of women and men that have built capacity on the operation and maintenance of grid connected solar PV,0,12,At least 1 per country,,,Non-VF,,,Accelerating just energy transition,Electricity Access,,,,115827.0-2,FJI,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,115827.0,Solarisation of Head of State Residences in the Pacific,http://open.undp.org/projects/00115827,1575829.0,Policy or Regulatory Framework,Number of manuals on the operation and meintenance of grid-connected solar PV,0,12,,,,Non-VF,,,Accelerating just energy transition,Electricity Access,,Incentives and Support,Renewable EnergyEnergy Infrastructure,115827.0-3,FJI,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,5926.0,BRANTV,PIMS+,2639726.0,GHG Emissions Reduction,Cumulative tons of incremental GHG emissions reduced from business as usual (tons CO2),0,45016.1,tons of CO2,,,VF,,,Accelerating just energy transition,Energy Efficiency,,,,5926.0-1,FJI,Fiji,,,,,,,,,,,,,GEF,,,,,,,,,,,,,,,,,,,
456,5926.0,BRANTV,PIMS+,2639726.0,Clean Cooking,Incremental number of households (with at least 20% woman-headed) in rural areas whose level of energy access is increased via village-scale off-grid RE or that benefit from newly adopting EE cook stoves,0,14000 HH,,,0.2,VF,,,Accelerating just energy transition,Clean Cooking,,,,5926.0-2,FJI,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
